project_number,employee_number,assignment_start,assignment_end 
20180,10880,2019-01-20,2019-06-24
20025,10880,2019-07-19,2019-10-28
20174,10880,2019-12-01,2020-04-27
20163,10880,2020-05-31,2020-06-29
20040,10880,2020-07-26,2020-11-20
20179,10880,2020-12-07,2020-12-13
20131,10880,2021-01-13,2021-11-03
20131,10880,2021-11-25,2022-06-16
20118,10880,2022-07-07,2023-04-28
20162,10880,2023-05-03,2023-08-22
20091,10880,2023-10-04,2024-02-25
20100,10880,2024-03-29,2024-09-21
20065,10880,2024-09-27,2024-10-02
20169,10880,2024-10-28,2024-12-21
20103,10880,2025-01-05,2025-09-11
20103,10880,2025-10-13,2026-03-17
20009,10880,2026-04-16,2026-05-16
20073,10880,2026-05-29,2026-06-14
20095,10881,2026-01-19,2026-05-25
20067,10881,2026-06-14,2026-07-01
20096,10882,2017-04-05,2017-07-17
20075,10882,2017-08-19,2017-12-22
20156,10882,2018-01-08,2018-06-23
20004,10883,2018-04-22,2018-04-25
20180,10883,2018-05-11,2018-12-06
20180,10883,2019-01-06,2019-06-24
20160,10883,2019-07-17,2020-03-01
20179,10883,2020-03-12,2020-07-23
20173,10883,2020-09-04,2021-06-04
20003,10883,2021-06-23,2022-01-31
20051,10883,2022-02-27,2023-01-01
20018,10883,2023-02-03,2023-09-16
20018,10883,2023-10-26,2024-04-14
20065,10883,2024-05-20,2024-10-02
20006,10883,2024-10-13,2025-02-02
20100,10883,2025-02-16,2025-07-08
20067,10883,2025-08-16,2025-12-16
20080,10883,2026-01-13,2026-07-01
20146,10884,2024-11-23,2025-01-21
20088,10884,2025-01-26,2025-06-08
20002,10885,2015-10-13,2015-12-27
20128,10885,2016-01-19,2016-08-04
20133,10885,2016-09-08,2017-08-20
20179,10885,2017-09-02,2018-03-08
20075,10885,2018-04-02,2018-06-15
20180,10885,2018-06-27,2019-06-24
20047,10886,2016-05-24,2016-07-07
20075,10886,2016-08-18,2017-07-15
20098,10886,2017-07-26,2017-09-02
20083,10886,2017-09-29,2018-04-03
20107,10886,2018-05-05,2018-12-08
20013,10886,2019-01-11,2019-11-13
20142,10886,2019-12-20,2020-08-07
20040,10886,2020-09-14,2020-11-20
20126,10886,2020-12-06,2022-01-14
20074,10886,2022-02-16,2022-08-13
20011,10887,2020-11-26,2021-03-14
20008,10888,2017-08-14,2017-08-31
20043,10889,2017-10-26,2017-12-10
20008,10889,2018-01-09,2018-10-02
20045,10889,2018-10-16,2019-06-15
20045,10889,2019-07-16,2019-12-09
20179,10889,2020-01-09,2020-11-11
20011,10889,2020-12-10,2021-03-27
20077,10889,2021-04-27,2021-07-09
20060,10889,2021-08-10,2021-09-16
20176,10890,2017-08-25,2017-10-25
20013,10891,2019-05-05,2019-05-15
20093,10892,2019-12-16,2020-06-11
20163,10892,2020-06-22,2020-06-29
20040,10892,2020-08-02,2020-11-20
20134,10892,2020-11-28,2021-03-21
20068,10892,2021-04-07,2021-07-16
20122,10892,2021-07-25,2021-11-15
20003,10892,2021-12-15,2022-02-14
20055,10892,2022-03-28,2022-08-04
20015,10892,2022-08-12,2023-01-03
20018,10892,2023-01-29,2023-08-11
20031,10892,2023-09-20,2023-10-12
20051,10893,2022-02-11,2023-04-19
20132,10893,2023-05-01,2023-09-23
20105,10893,2023-10-06,2024-08-27
20130,10894,2022-01-05,2023-07-18
20109,10894,2023-08-24,2023-11-24
20014,10894,2023-12-10,2024-07-30
20169,10894,2024-08-23,2024-12-21
20165,10894,2025-01-02,2025-08-06
20148,10894,2025-08-26,2026-01-21
20073,10894,2026-02-09,2026-07-01
20030,10895,2015-01-16,2015-09-12
20017,10895,2015-09-21,2016-11-03
20004,10895,2016-11-29,2017-07-29
20128,10895,2017-08-07,2018-02-19
20176,10895,2018-03-29,2018-10-28
20176,10895,2018-11-26,2018-12-13
20045,10895,2019-01-23,2019-12-09
20086,10895,2019-12-18,2020-03-23
20163,10895,2020-04-26,2020-06-29
20077,10895,2020-07-16,2020-08-10
20148,10896,2025-10-27,2026-01-21
20039,10896,2026-02-27,2026-04-18
20010,10897,2022-11-05,2025-01-19
20140,10897,2025-01-31,2025-04-04
20103,10897,2025-05-06,2026-06-14
20073,10897,2026-06-20,2026-07-01
20128,10898,2016-01-12,2016-06-21
20137,10898,2016-07-09,2016-12-04
20172,10898,2016-12-27,2018-01-02
20004,10898,2018-01-31,2018-04-25
20050,10898,2018-05-06,2018-11-16
20160,10898,2018-11-23,2020-01-12
20086,10898,2020-02-07,2020-03-23
20077,10898,2020-04-19,2020-10-06
20114,10898,2020-10-21,2021-05-14
20068,10898,2021-05-28,2021-10-09
20170,10898,2021-10-23,2022-11-14
20015,10898,2022-11-24,2023-01-03
20018,10898,2023-01-21,2023-06-02
20179,10899,2018-10-31,2019-06-03
20145,10899,2019-06-30,2019-07-08
20013,10899,2019-08-05,2020-03-02
20179,10899,2020-03-16,2020-12-13
20160,10899,2021-01-24,2021-08-10
20122,10899,2021-09-01,2021-11-15
20159,10899,2021-12-23,2021-12-28
20126,10899,2022-01-09,2022-07-20
20094,10899,2022-08-06,2022-08-10
20126,10899,2022-09-15,2022-09-21
20018,10899,2022-10-13,2023-02-16
20086,10900,2019-09-14,2020-01-16
20040,10900,2020-01-28,2020-10-05
20061,10900,2020-10-23,2021-02-23
20077,10900,2021-03-21,2021-07-09
20003,10900,2021-07-25,2022-02-07
20090,10900,2022-02-18,2022-04-24
20051,10900,2022-05-21,2022-07-03
20090,10901,2022-01-07,2022-01-24
20008,10902,2017-07-21,2018-01-16
20064,10903,2018-03-24,2018-06-07
20108,10903,2018-06-23,2018-07-21
20107,10903,2018-08-04,2018-12-15
20011,10904,2019-06-22,2019-07-02
20126,10905,2022-06-02,2022-09-21
20015,10905,2022-10-07,2023-01-03
20051,10905,2023-01-25,2023-04-19
20123,10905,2023-05-24,2024-01-27
20065,10905,2024-02-14,2024-10-02
20018,10905,2024-11-02,2025-03-22
20152,10906,2019-10-17,2020-02-03
20005,10906,2020-03-06,2020-04-02
20114,10907,2021-04-27,2021-05-14
20173,10907,2021-05-31,2021-06-04
20054,10907,2021-07-07,2021-10-18
20122,10907,2021-11-10,2021-11-15
20130,10907,2021-12-21,2022-04-28
20018,10907,2022-05-14,2023-02-20
20146,10907,2023-03-28,2023-10-31
20123,10907,2023-11-18,2024-04-27
20010,10907,2024-05-15,2025-01-28
20100,10907,2025-03-05,2025-07-08
20010,10907,2025-08-11,2025-12-11
20046,10907,2025-12-16,2026-03-26
20067,10907,2026-04-05,2026-05-10
20100,10908,2024-03-28,2024-08-20
20103,10908,2024-09-15,2026-03-21
20117,10908,2026-04-10,2026-07-01
20035,10909,2018-07-29,2019-04-29
20041,10909,2019-05-10,2019-09-08
20163,10909,2019-09-15,2020-03-08
20149,10909,2020-04-08,2020-06-19
20011,10909,2020-07-27,2020-12-17
20094,10910,2022-07-24,2022-08-10
20053,10910,2022-09-04,2022-11-30
20141,10910,2022-12-13,2023-04-21
20008,10911,2017-09-27,2018-07-10
20045,10911,2018-08-23,2019-03-29
20145,10911,2019-04-15,2019-07-08
20011,10911,2019-07-17,2020-04-15
20179,10911,2020-05-16,2020-09-30
20011,10911,2020-11-04,2021-02-26
20054,10911,2021-04-08,2021-10-17
20076,10912,2026-05-25,2026-07-01
20057,10913,2015-08-31,2016-06-17
20128,10913,2016-07-24,2016-10-28
20133,10913,2016-11-18,2017-07-11
20172,10913,2017-07-20,2018-02-14
20021,10913,2018-02-24,2018-07-12
20011,10914,2020-08-29,2021-01-23
20160,10915,2021-05-23,2021-11-04
20055,10915,2021-12-09,2022-03-06
20132,10915,2022-04-04,2022-05-05
20172,10916,2017-07-22,2017-10-10
20137,10917,2016-09-09,2016-12-04
20096,10917,2016-12-19,2017-07-17
20008,10917,2017-08-29,2018-10-02
20107,10917,2018-10-27,2019-01-31
20055,10918,2022-07-20,2022-09-21
20058,10918,2022-09-29,2022-11-15
20135,10919,2016-05-29,2016-09-07
20066,10919,2016-09-26,2016-12-31
20075,10919,2017-01-09,2017-05-12
20008,10919,2017-06-20,2018-03-07
20008,10919,2018-03-13,2018-08-24
20041,10919,2018-09-14,2019-01-28
20045,10919,2019-03-02,2019-09-24
20005,10919,2019-10-20,2020-08-24
20110,10920,2026-06-15,2026-07-01
20139,10921,2023-08-18,2023-12-05
20146,10921,2023-12-15,2024-08-03
20006,10921,2024-08-31,2025-12-06
20148,10921,2025-12-25,2026-01-21
20111,10921,2026-02-19,2026-06-08
20176,10922,2017-09-01,2018-07-23
20179,10922,2018-09-03,2019-01-12
20075,10923,2017-09-15,2018-01-01
20058,10924,2022-10-22,2022-12-02
20044,10924,2022-12-08,2022-12-09
20168,10925,2025-07-18,2025-10-14
20070,10925,2025-11-07,2026-02-03
20036,10925,2026-02-28,2026-03-09
20037,10925,2026-04-14,2026-07-01
20171,10926,2016-12-02,2016-12-21
20066,10926,2017-01-09,2017-05-01
20091,10927,2023-09-04,2023-11-22
20069,10928,2015-06-27,2015-09-13
20135,10928,2015-10-25,2016-06-29
20121,10928,2016-08-09,2016-10-06
20146,10929,2024-06-11,2024-10-30
20175,10929,2024-11-25,2025-11-04
20147,10929,2025-12-07,2026-03-27
20103,10929,2026-04-07,2026-07-01
20083,10930,2017-11-06,2018-09-10
20079,10930,2018-10-22,2019-01-10
20160,10930,2019-01-21,2019-02-27
20010,10931,2023-10-10,2024-05-27
20018,10931,2024-07-04,2025-06-28
20033,10931,2025-07-03,2025-07-09
20006,10931,2025-08-11,2025-12-06
20046,10931,2025-12-11,2026-01-26
20120,10931,2026-02-05,2026-02-07
20101,10931,2026-02-15,2026-07-01
20179,10932,2017-01-16,2018-12-14
20129,10932,2019-01-12,2019-12-17
20086,10932,2019-12-24,2020-03-23
20178,10932,2020-04-22,2020-08-17
20066,10933,2017-03-20,2017-05-01
20004,10933,2017-05-16,2017-06-13
20130,10934,2022-01-21,2022-07-27
20015,10934,2022-08-25,2023-01-03
20051,10934,2023-01-24,2023-04-19
20105,10934,2023-05-31,2024-07-16
20105,10934,2024-08-23,2024-12-12
20081,10934,2025-01-25,2025-02-08
20115,10935,2023-01-18,2023-07-25
20006,10935,2023-08-22,2024-06-16
20105,10935,2024-06-25,2024-12-12
20175,10935,2025-01-10,2025-02-01
20014,10936,2024-01-09,2025-01-01
20006,10936,2025-01-21,2025-08-30
20070,10936,2025-10-10,2026-02-03
20080,10936,2026-03-09,2026-07-01
20156,10937,2017-05-30,2018-06-19
20179,10937,2018-07-03,2019-01-06
20180,10937,2019-02-01,2019-06-24
20152,10937,2019-07-31,2020-02-03
20142,10937,2020-02-18,2020-07-18
20119,10937,2020-08-27,2021-01-29
20133,10938,2017-10-05,2018-03-03
20064,10938,2018-04-09,2018-06-07
20008,10938,2018-07-20,2018-10-02
20179,10938,2018-10-14,2019-08-16
20011,10938,2019-09-27,2020-06-16
20119,10938,2020-06-29,2020-10-10
20138,10938,2020-11-20,2021-06-16
20012,10938,2021-06-21,2021-12-21
20126,10938,2022-01-02,2022-05-29
20118,10938,2022-06-24,2022-12-30
20115,10938,2023-01-14,2023-07-25
20105,10938,2023-08-24,2024-08-06
20010,10938,2024-09-14,2025-01-13
20100,10938,2025-02-04,2025-07-08
20148,10938,2025-08-18,2026-01-21
20153,10938,2026-03-02,2026-04-21
20080,10938,2026-05-07,2026-07-01
20110,10939,2026-05-10,2026-05-30
20164,10940,2020-09-25,2021-07-07
20170,10940,2021-08-15,2022-06-18
20170,10940,2022-06-29,2023-02-25
20141,10940,2023-03-31,2023-05-08
20109,10940,2023-05-28,2023-11-23
20146,10940,2023-12-18,2024-04-11
20014,10941,2024-12-02,2025-03-08
20161,10941,2025-04-14,2025-04-18
20175,10941,2025-05-22,2025-10-22
20120,10941,2025-11-16,2025-12-20
20146,10942,2024-12-09,2025-01-21
20014,10942,2025-02-05,2025-07-19
20175,10942,2025-08-24,2025-09-19
20114,10943,2020-11-29,2021-05-14
20020,10943,2021-06-01,2021-11-16
20068,10943,2021-11-23,2022-05-24
20132,10943,2022-06-20,2022-10-08
20130,10943,2022-10-21,2023-03-30
20115,10943,2023-04-16,2023-07-25
20146,10943,2023-08-14,2024-07-08
20169,10943,2024-07-19,2024-10-11
20014,10943,2024-11-13,2025-08-06
20175,10943,2025-09-08,2025-11-06
20148,10943,2025-11-16,2026-01-21
20046,10943,2026-03-03,2026-03-26
20037,10943,2026-04-09,2026-06-02
20080,10943,2026-06-26,2026-07-01
20057,10944,2015-05-18,2015-07-06
20066,10945,2016-12-06,2017-05-01
20179,10945,2017-05-06,2017-08-25
20001,10946,2015-07-29,2015-11-24
20167,10946,2015-12-19,2016-04-26
20007,10946,2016-05-28,2016-10-14
20066,10946,2016-10-20,2017-05-01
20172,10946,2017-06-13,2018-01-29
20179,10946,2018-02-18,2019-06-13
20025,10946,2019-07-08,2019-10-28
20013,10946,2019-11-29,2020-03-02
20142,10946,2020-03-25,2020-10-28
20089,10946,2020-11-04,2021-03-07
20132,10946,2021-03-31,2022-04-05
20058,10946,2022-04-11,2022-10-04
20053,10946,2022-11-07,2022-11-30
20132,10946,2022-12-22,2023-08-25
20010,10946,2023-10-06,2024-09-07
20010,10946,2024-09-16,2025-02-22
20140,10947,2025-01-26,2025-04-04
20100,10947,2025-05-07,2025-06-09
20019,10948,2025-11-05,2026-03-08
20111,10948,2026-04-10,2026-07-01
20012,10949,2021-07-05,2021-11-22
20130,10949,2021-12-29,2022-06-17
20059,10950,2026-06-05,2026-07-01
20147,10951,2025-12-16,2026-03-27
20117,10951,2026-04-12,2026-05-14
20043,10952,2017-06-27,2017-12-10
20072,10952,2017-12-29,2018-05-27
20068,10953,2020-10-01,2021-07-15
20049,10953,2021-07-21,2021-12-27
20147,10954,2025-12-25,2026-03-27
20038,10954,2026-04-25,2026-07-01
20146,10955,2023-03-08,2024-05-10
20169,10955,2024-05-26,2024-08-21
20105,10956,2024-05-29,2024-11-01
20140,10956,2024-12-04,2025-04-04
20116,10956,2025-04-30,2025-06-06
20165,10956,2025-06-21,2026-02-09
20024,10956,2026-03-10,2026-04-23
20067,10956,2026-05-19,2026-07-01
20162,10957,2023-05-01,2023-08-22
20010,10957,2023-09-30,2024-06-15
20105,10957,2024-06-28,2024-12-12
20033,10957,2025-01-08,2025-07-09
20036,10957,2025-08-01,2026-03-09
20037,10957,2026-04-21,2026-07-01
20045,10958,2019-06-24,2019-12-09
20005,10958,2019-12-29,2020-09-17
20068,10958,2020-10-11,2021-02-27
20003,10958,2021-03-21,2021-08-27
20020,10958,2021-09-29,2022-02-24
20074,10958,2022-04-07,2022-08-25
20015,10958,2022-09-23,2023-01-03
20170,10958,2023-01-13,2023-02-25
20018,10958,2023-03-17,2023-08-26
20154,10959,2021-09-12,2021-09-21
20170,10959,2021-11-03,2022-04-29
20010,10959,2022-06-11,2023-05-16
20105,10959,2023-05-25,2024-07-01
20151,10959,2024-07-14,2024-11-07
20142,10960,2020-08-02,2020-10-28
20173,10960,2020-11-08,2021-06-04
20138,10960,2021-07-04,2022-01-04
20132,10960,2022-01-25,2023-03-04
20118,10960,2023-03-11,2023-06-03
20018,10960,2023-06-15,2023-07-24
20126,10961,2022-07-29,2022-09-21
20058,10961,2022-11-04,2022-12-02
20015,10961,2022-12-10,2023-01-03
20162,10961,2023-02-08,2023-07-25
20105,10961,2023-08-23,2023-09-21
20014,10962,2024-10-04,2025-04-18
20116,10962,2025-04-23,2025-06-06
20165,10962,2025-07-17,2025-07-24
20126,10963,2022-04-06,2022-09-21
20118,10963,2022-10-22,2023-06-03
20130,10963,2023-06-09,2023-09-06
20091,10963,2023-10-20,2024-02-25
20105,10963,2024-03-26,2024-07-05
20105,10963,2024-08-01,2024-12-12
20010,10963,2025-01-23,2025-12-11
20153,10963,2026-01-17,2026-04-21
20158,10963,2026-05-06,2026-06-30
20176,10964,2018-05-21,2018-12-13
20156,10964,2019-01-23,2019-04-14
20045,10964,2019-05-01,2019-10-08
20005,10964,2019-11-15,2020-04-11
20172,10965,2017-10-04,2018-01-22
20130,10966,2023-03-08,2023-09-06
20123,10966,2023-09-21,2024-04-27
20105,10966,2024-05-26,2024-12-12
20088,10966,2025-01-13,2025-05-04
20175,10966,2025-06-08,2025-10-20
20046,10966,2025-11-27,2026-03-26
20056,10966,2026-04-25,2026-07-01
20176,10967,2017-10-09,2017-12-30
20109,10968,2023-10-15,2023-11-24
20006,10968,2024-01-06,2024-06-26
20033,10968,2024-07-29,2025-07-04
20088,10968,2025-07-29,2025-08-24
20148,10968,2025-09-22,2026-01-21
20036,10968,2026-02-21,2026-03-09
20097,10968,2026-03-27,2026-07-01
20064,10969,2018-05-12,2018-06-07
20075,10969,2018-07-02,2018-09-21
20160,10969,2018-09-27,2019-03-24
20022,10970,2015-12-14,2016-09-27
20096,10970,2016-11-01,2017-07-17
20008,10970,2017-08-20,2017-11-10
20064,10970,2017-12-06,2018-04-09
20180,10970,2018-05-03,2018-10-28
20179,10971,2017-09-15,2018-09-13
20072,10971,2018-10-04,2019-01-28
20025,10971,2019-03-08,2019-07-13
20163,10971,2019-08-26,2020-04-16
20160,10971,2020-05-15,2020-12-22
20060,10971,2021-01-20,2021-05-18
20138,10971,2021-06-04,2021-09-13
20027,10971,2021-09-18,2021-12-14
20094,10971,2022-01-22,2022-08-10
20141,10971,2022-09-11,2023-02-03
20141,10971,2023-02-08,2023-05-08
20031,10971,2023-06-08,2023-11-13
20132,10972,2023-08-27,2023-09-23
20006,10972,2023-10-31,2024-10-12
20105,10972,2024-10-25,2024-12-12
20010,10972,2024-12-26,2025-07-20
20014,10972,2025-07-30,2025-08-06
20168,10972,2025-08-18,2025-10-14
20019,10972,2025-10-22,2026-03-08
20177,10972,2026-03-24,2026-07-01
20011,10973,2020-06-14,2021-01-27
20134,10973,2021-03-08,2021-03-21
20154,10973,2021-04-15,2021-09-21
20027,10973,2021-10-29,2021-12-14
20020,10973,2022-01-14,2022-05-18
20072,10974,2018-10-01,2019-01-28
20011,10974,2019-03-07,2019-03-29
20109,10975,2023-09-07,2023-11-24
20014,10975,2023-12-19,2024-07-04
20165,10975,2024-07-23,2025-05-08
20175,10975,2025-05-23,2025-10-14
20127,10975,2025-11-14,2026-07-01
20155,10976,2019-07-09,2019-11-22
20142,10976,2019-12-27,2020-10-28
20164,10976,2020-12-06,2021-08-28
20060,10976,2021-09-26,2021-12-18
20170,10976,2022-01-02,2022-09-02
20132,10976,2022-09-22,2023-04-23
20139,10976,2023-06-06,2023-12-16
20123,10976,2024-01-09,2024-04-27
20014,10976,2024-05-15,2024-11-01
20018,10976,2024-11-27,2025-05-05
20119,10977,2020-07-02,2020-09-28
20090,10978,2021-11-28,2022-04-24
20094,10978,2022-05-01,2022-05-22
20004,10979,2017-08-14,2018-04-25
20079,10979,2018-05-27,2019-01-10
20160,10979,2019-02-14,2020-06-11
20160,10979,2020-07-05,2021-06-09
20170,10979,2021-07-17,2021-12-05
20055,10979,2021-12-20,2022-05-22
20053,10979,2022-06-01,2022-06-08
20151,10980,2024-09-29,2024-11-17
20179,10981,2017-06-11,2017-12-19
20136,10981,2018-01-16,2018-05-04
20083,10981,2018-05-14,2018-09-10
20008,10981,2018-09-21,2018-10-02
20129,10981,2018-11-12,2019-06-19
20013,10981,2019-07-09,2019-12-12
20149,10981,2019-12-21,2020-06-19
20011,10981,2020-06-24,2020-09-07
20138,10982,2021-03-10,2021-10-07
20003,10982,2021-11-06,2022-02-14
20053,10982,2022-02-22,2022-11-30
20141,10982,2022-12-28,2023-05-08
20091,10982,2023-06-13,2023-08-13
20104,10982,2023-08-19,2024-03-29
20146,10982,2024-04-18,2024-12-09
20006,10982,2025-01-04,2025-06-11
20033,10982,2025-06-27,2025-07-09
20006,10982,2025-07-17,2025-07-25
20098,10983,2017-08-08,2017-09-02
20156,10983,2017-09-08,2018-01-06
20004,10983,2018-02-01,2018-04-25
20050,10983,2018-05-23,2018-11-16
20041,10983,2018-11-29,2019-09-08
20174,10983,2019-09-13,2020-04-24
20179,10983,2020-05-29,2020-12-10
20138,10983,2020-12-18,2021-05-02
20075,10984,2018-08-30,2018-09-21
20107,10984,2018-11-03,2019-04-01
20045,10984,2019-05-04,2019-12-09
20011,10984,2019-12-18,2020-05-21
20113,10985,2016-11-25,2017-05-09
20043,10985,2017-05-17,2017-12-10
20064,10985,2017-12-21,2018-06-07
20156,10985,2018-07-18,2019-02-03
20160,10985,2019-02-23,2019-06-19
20155,10985,2019-06-25,2019-11-22
20160,10985,2019-12-12,2020-05-19
20013,10985,2020-06-03,2020-07-14
20061,10985,2020-07-27,2021-01-17
20093,10985,2021-02-27,2021-04-07
20077,10985,2021-05-11,2021-07-09
20170,10985,2021-08-15,2022-02-22
20132,10985,2022-03-28,2023-03-18
20118,10985,2023-04-14,2023-06-03
20006,10985,2023-07-05,2023-12-23
20140,10986,2024-12-28,2025-03-22
20175,10986,2025-04-15,2025-11-06
20097,10986,2025-11-30,2026-05-11
20169,10987,2024-06-09,2024-12-21
20175,10987,2024-12-30,2025-08-30
20018,10987,2025-10-06,2025-10-20
20010,10987,2025-10-29,2025-12-11
20101,10987,2025-12-17,2026-05-26
20143,10988,2017-02-12,2017-02-19
20096,10988,2017-03-08,2017-06-07
20172,10988,2017-06-12,2017-10-18
20075,10988,2017-11-15,2018-07-01
20035,10988,2018-08-04,2019-04-29
20145,10988,2019-05-19,2019-07-08
20011,10988,2019-08-19,2020-10-03
20132,10988,2020-11-12,2021-03-19
20126,10988,2021-03-31,2021-06-21
20159,10988,2021-07-24,2021-08-11
20175,10989,2025-01-25,2025-05-16
20179,10990,2019-08-20,2020-06-08
20093,10990,2020-07-20,2021-04-07
20173,10990,2021-04-26,2021-06-04
20054,10990,2021-06-12,2021-10-18
20027,10990,2021-11-27,2021-12-14
20126,10990,2021-12-31,2022-06-08
20094,10990,2022-07-19,2022-08-10
20126,10990,2022-08-26,2022-09-21
20130,10990,2022-10-17,2023-08-16
20018,10990,2023-09-05,2024-03-24
20105,10990,2024-05-07,2024-12-12
20100,10990,2025-01-11,2025-07-08
20081,10990,2025-07-19,2025-10-18
20103,10990,2025-11-19,2026-07-01
20010,10991,2023-09-18,2024-03-03
20123,10991,2024-04-10,2024-04-27
20105,10991,2024-06-07,2024-12-12
20165,10991,2025-01-22,2025-06-06
20018,10991,2025-07-05,2025-10-20
20165,10991,2025-11-29,2026-02-09
20056,10991,2026-03-19,2026-07-01
20074,10992,2021-09-24,2022-06-11
20074,10992,2022-07-25,2022-08-25
20115,10992,2022-09-26,2023-06-13
20146,10992,2023-07-08,2023-08-14
20040,10993,2020-06-06,2020-09-22
20050,10994,2018-05-18,2018-06-05
20031,10995,2023-08-26,2023-11-17
20050,10996,2018-04-14,2018-11-16
20129,10996,2018-12-09,2019-06-09
20174,10996,2019-07-11,2020-03-12
20179,10996,2020-03-27,2020-11-17
20126,10996,2020-11-27,2021-03-17
20159,10996,2021-04-07,2021-08-21
20054,10996,2021-09-16,2021-10-18
20130,10996,2021-11-22,2022-08-26
20018,10996,2022-10-05,2023-06-04
20010,10997,2022-07-16,2023-07-20
20063,10997,2023-08-03,2024-01-31
20018,10997,2024-03-13,2024-09-22
20010,10997,2024-10-29,2025-12-11
20127,10997,2026-01-10,2026-07-01
20004,10998,2017-03-29,2017-04-11
20108,10999,2018-06-10,2018-07-21
20179,10999,2018-08-11,2019-04-15
20086,10999,2019-05-24,2020-03-23
20178,10999,2020-04-01,2020-08-19
20054,10999,2020-09-29,2020-10-24
20163,11000,2019-09-16,2020-02-25
20174,11000,2020-03-07,2020-08-04
20114,11000,2020-08-11,2021-01-31
20160,11000,2021-02-21,2021-11-04
20027,11000,2021-12-05,2021-12-14
20170,11000,2021-12-23,2022-08-29
20018,11000,2022-09-13,2022-12-29
20051,11000,2023-01-25,2023-04-19
20063,11000,2023-05-08,2023-05-30
20030,11001,2015-02-20,2015-10-25
20084,11001,2015-10-30,2015-12-14
20167,11001,2015-12-24,2016-06-03
20084,11001,2016-07-03,2017-02-22
20078,11001,2017-03-08,2017-06-19
20075,11001,2017-07-15,2018-08-22
20180,11001,2018-09-05,2019-03-20
20129,11001,2019-03-28,2019-10-12
20163,11001,2019-11-06,2020-06-08
20093,11002,2020-08-24,2021-03-10
20138,11002,2021-04-04,2021-09-26
20012,11002,2021-10-28,2021-12-21
20068,11002,2022-01-07,2022-05-24
20118,11002,2022-07-05,2023-06-03
20010,11002,2023-06-08,2023-07-16
20010,11003,2023-11-09,2024-05-29
20169,11003,2024-07-10,2024-12-21
20100,11003,2025-01-27,2025-07-08
20148,11003,2025-07-15,2025-12-03
20046,11003,2025-12-13,2026-03-26
20097,11003,2026-04-30,2026-07-01
20151,11004,2024-07-24,2025-04-10
20036,11004,2025-05-21,2025-06-15
20165,11005,2024-10-08,2025-06-30
20020,11006,2021-09-12,2022-03-13
20001,11007,2015-10-26,2015-11-24
20106,11007,2015-12-03,2016-01-02
20121,11007,2016-01-31,2016-09-16
20107,11008,2019-03-24,2019-04-01
20041,11008,2019-04-30,2019-09-08
20011,11008,2019-10-01,2020-04-11
20149,11008,2020-05-11,2020-06-19
20134,11008,2020-07-03,2021-02-07
20089,11008,2021-03-06,2021-03-07
20160,11008,2021-03-14,2021-11-04
20078,11009,2016-06-11,2017-03-06
20029,11009,2017-03-17,2017-04-02
20131,11010,2022-05-25,2022-06-16
20146,11010,2022-07-23,2023-11-02
20063,11010,2023-11-25,2024-04-14
20087,11010,2024-05-18,2024-07-13
20100,11010,2024-08-13,2025-04-09
20175,11010,2025-04-20,2025-11-06
20070,11010,2025-12-06,2026-02-03
20067,11010,2026-02-12,2026-07-01
20068,11011,2020-11-24,2021-05-02
20138,11011,2021-05-09,2022-01-04
20034,11011,2022-02-01,2022-03-13
20126,11011,2022-04-20,2022-09-21
20130,11011,2022-09-26,2023-09-06
20018,11011,2023-09-13,2023-10-20
20147,11012,2026-02-01,2026-02-14
20004,11013,2017-02-07,2018-04-25
20050,11013,2018-04-30,2018-11-16
20160,11013,2018-12-22,2020-01-18
20149,11013,2020-01-25,2020-05-01
20093,11013,2020-06-11,2021-02-27
20093,11013,2021-03-27,2021-04-07
20138,11013,2021-05-21,2022-01-04
20034,11013,2022-02-13,2022-03-13
20068,11013,2022-04-07,2022-05-24
20130,11013,2022-06-15,2022-09-05
20148,11014,2025-05-12,2026-01-21
20009,11014,2026-02-15,2026-05-16
20038,11014,2026-06-20,2026-07-01
20001,11015,2015-11-03,2015-11-24
20143,11015,2015-12-12,2016-08-15
20137,11015,2016-08-28,2016-12-04
20084,11015,2016-12-09,2017-02-22
20045,11016,2018-12-18,2019-10-19
20023,11017,2020-12-10,2021-01-31
20164,11017,2021-02-15,2021-08-24
20138,11017,2021-09-15,2021-12-08
20029,11018,2016-08-16,2017-03-19
20133,11018,2017-04-27,2018-03-03
20176,11018,2018-04-10,2018-07-06
20084,11019,2016-05-21,2017-02-22
20008,11019,2017-03-20,2017-08-30
20083,11019,2017-10-07,2018-04-22
20021,11019,2018-05-13,2018-05-18
20166,11020,2025-02-21,2025-04-10
20165,11020,2025-04-20,2026-02-09
20103,11020,2026-02-21,2026-07-01
20002,11021,2015-08-06,2015-12-27
20143,11021,2016-01-31,2016-07-07
20121,11021,2016-08-06,2016-11-01
20071,11021,2016-11-15,2017-03-31
20096,11021,2017-04-25,2017-07-17
20179,11021,2017-08-09,2018-09-24
20176,11021,2018-11-02,2018-12-13
20079,11021,2018-12-28,2019-01-10
20179,11021,2019-02-12,2019-09-02
20011,11021,2019-09-18,2020-04-13
20134,11021,2020-05-24,2021-03-21
20012,11021,2021-04-27,2021-12-21
20034,11021,2022-01-04,2022-03-13
20058,11021,2022-03-28,2022-12-02
20170,11021,2022-12-13,2023-02-25
20131,11022,2022-04-20,2022-06-16
